49, Craft-repair, Private,40,7298, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
28, Adm-clerical, Private,35,0, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
33, Exec-managerial, Local-gov,50,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
31, Adm-clerical, Private,35,0, Assoc-acdm,12, Divorced, Unmarried, White, Female, Poland, <=50K
49, Sales, Private,40,0, Assoc-voc,11, Divorced, Unmarried, White, Female, United-States, <=50K
51, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
54, Tech-support, Private,40,7688, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
42, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, >50K
17, Other-service, Private,5,0, 11th,7, Never-married, Own-child, White, Female, United-States, <=50K
19, Sales, Private,15,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
61, Craft-repair, Private,60,-1887, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, >50K
68, ?, ?,15,1409, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Tech-support, Private,40,0, Masters,14, Never-married, Not-in-family, White, Female, United-States, <=50K
23, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, Guatemala, <=50K
31, Machine-op-inspct, Private,40,-1573, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
31, Adm-clerical, Private,35,0, 7th-8th,4, Widowed, Not-in-family, White, Female, United-States, <=50K
61, Other-service, Private,40,0, HS-grad,9, Divorced, Not-in-family, Black, Female, United-States, <=50K
32, Craft-repair, Private,40,0, Some-college,10, Never-married, Not-in-family, Black, Male, United-States, <=50K
52, Other-service, Private,40,0, 5th-6th,3, Widowed, Unmarried, White, Female, Mexico, <=50K
51, Machine-op-inspct, Private,40,4386, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
36, Exec-managerial, Private,40,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
33, Handlers-cleaners, Private,40,0, 1st-4th,2, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
23, Priv-house-serv, Private,12,0, 5th-6th,3, Never-married, Unmarried, White, Female, Mexico, <=50K
49, Craft-repair, Private,40,0, 1st-4th,2, Married-civ-spouse, Husband, White, Male, Portugal, <=50K
23, Exec-managerial, Private,40,0, Bachelors,13, Never-married, Own-child, White, Female, United-States, <=50K
51, Craft-repair, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
50, Sales, Self-emp-not-inc,5,-1408, Assoc-acdm,12, Never-married, Not-in-family, White, Female, United-States, <=50K
22, Exec-managerial, Private,7,0, Bachelors,13, Never-married, Own-child, White, Female, United-States, <=50K
30, Craft-repair, Local-gov,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
24, Machine-op-inspct, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
54, Farming-fishing, Self-emp-not-inc,50,27828, Bachelors,13, Divorced, Not-in-family, White, Male, United-States, >50K
58, Transport-moving, Local-gov,40,0, 9th,5, Married-civ-spouse, Husband, White, Male, United-States, <=50K
33, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, Mexico, <=50K
46, Protective-serv, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
25, Farming-fishing, Private,60,0, 12th,8, Married-civ-spouse, Husband, Other, Male, Mexico, <=50K
51, Machine-op-inspct, Private,40,0, 11th,7, Married-civ-spouse, Husband, White, Male, United-States, <=50K
38, Adm-clerical, Private,40,0, Assoc-acdm,12, Divorced, Unmarried, White, Female, United-States, <=50K
42, Adm-clerical, State-gov,40,2977, Bachelors,13, Divorced, Unmarried, Black, Female, United-States, <=50K
34, Prof-specialty, Private,50,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
29, Prof-specialty, Local-gov,42,0, Bachelors,13, Never-married, Own-child, Black, Female, United-States, <=50K
43, Adm-clerical, Private,40,0, Bachelors,13, Divorced, Unmarried, White, Female, Germany, <=50K
47, Exec-managerial, Private,35,0, Bachelors,13, Married-civ-spouse, Wife, Black, Female, United-States, >50K
34, Machine-op-inspct, Federal-gov,52,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
32, Adm-clerical, Private,40,0, Masters,14, Never-married, Not-in-family, White, Male, United-States, <=50K
47, Prof-specialty, Self-emp-not-inc,50,-1977, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
60, Sales, Private,40,0, 5th-6th,3, Married-civ-spouse, Husband, White, Male, ?, >50K
37, Machine-op-inspct, Private,40,0, HS-grad,9, Divorced, Unmarried, Black, Female, United-States, <=50K
79, Exec-managerial, Federal-gov,6,0, Doctorate,16, Widowed, Not-in-family, White, Male, United-States, >50K
42, Prof-specialty, Private,40,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, >50K
51, Adm-clerical, Private,63,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
60, Machine-op-inspct, Private,40,3137, 7th-8th,4, Married-civ-spouse, Husband, White, Male, Poland, <=50K
22, Other-service, Private,16,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
39, Other-service, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Male, United-States, <=50K
52, Prof-specialty, Private,40,-1902, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
27, Prof-specialty, Private,40,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
62, Other-service, Local-gov,35,0, HS-grad,9, Divorced, Not-in-family, Black, Female, United-States, <=50K
20, Adm-clerical, Private,20,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
24, Handlers-cleaners, Private,40,0, 7th-8th,4, Never-married, Other-relative, White, Male, Mexico, <=50K
21, Sales, Private,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
59, Farming-fishing, Self-emp-not-inc,35,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
48, Exec-managerial, Self-emp-not-inc,50,0, Assoc-voc,11, Divorced, Not-in-family, White, Female, United-States, <=50K
24, Farming-fishing, Private,50,2105, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, <=50K
31, Adm-clerical, Private,27,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
24, ?, ?,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
31, Prof-specialty, Private,43,7688, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, >50K
47, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Other-relative, White, Female, United-States, <=50K
34, Adm-clerical, Private,40,0, HS-grad,9, Divorced, Own-child, White, Female, United-States, <=50K
26, Tech-support, Federal-gov,40,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
22, Sales, Private,50,0, Bachelors,13, Never-married, Own-child, Asian-Pac-Islander, Male, Taiwan, <=50K
26, Adm-clerical, Private,40,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
62, Protective-serv, Local-gov,24,0, 9th,5, Divorced, Not-in-family, Black, Male, United-States, <=50K
55, ?, ?,18,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
23, Adm-clerical, Local-gov,40,0, HS-grad,9, Divorced, Own-child, White, Female, Cuba, <=50K
36, Protective-serv, Local-gov,56,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
28, Craft-repair, Private,40,0, Bachelors,13, Never-married, Own-child, Black, Male, United-States, <=50K
19, Sales, Private,40,0, HS-grad,9, Never-married, Own-child, White, Female, United-States, <=50K
37, Craft-repair, Federal-gov,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
40, Sales, Private,44,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
47, Prof-specialty, Local-gov,50,-1887, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
45, Other-service, Private,40,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
59, Prof-specialty, Private,40,0, Some-college,10, Divorced, Unmarried, White, Male, United-States, <=50K
38, Transport-moving, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
46, Machine-op-inspct, Local-gov,40,0, Some-college,10, Divorced, Own-child, White, Female, United-States, <=50K
53, Exec-managerial, Local-gov,50,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, >50K
30, Machine-op-inspct, Self-emp-not-inc,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
31, Machine-op-inspct, Private,40,0, 1st-4th,2, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
42, Sales, Private,40,0, HS-grad,9, Widowed, Unmarried, White, Male, United-States, <=50K
30, Priv-house-serv, Private,40,0, HS-grad,9, Never-married, Own-child, White, Female, Guatemala, <=50K
20, Exec-managerial, Private,25,0, Masters,14, Never-married, Own-child, White, Male, United-States, <=50K
42, Prof-specialty, Self-emp-inc,40,-1977, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
31, Handlers-cleaners, Private,60,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
57, Prof-specialty, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
67, Farming-fishing, Self-emp-not-inc,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
32, Protective-serv, Local-gov,99,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
18, Other-service, Private,24,0, 11th,7, Never-married, Other-relative, Black, Female, United-States, <=50K
25, Sales, Self-emp-not-inc,50,0, Assoc-acdm,12, Never-married, Not-in-family, White, Male, United-States, <=50K
53, ?, ?,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, ?, >50K
59, ?, ?,40,0, Some-college,10, Never-married, Not-in-family, Black, Female, United-States, <=50K
34, Protective-serv, Local-gov,57,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Craft-repair, Private,45,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Protective-serv, State-gov,40,0, Bachelors,13, Divorced, Not-in-family, White, Female, United-States, <=50K
39, Other-service, Private,40,0, 5th-6th,3, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
17, Adm-clerical, Private,20,0, 11th,7, Never-married, Own-child, White, Female, United-States, <=50K
44, Exec-managerial, Private,50,7688, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
52, Craft-repair, Private,48,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
35, Tech-support, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
17, Other-service, Private,16,0, 12th,8, Never-married, Own-child, White, Male, United-States, <=50K
61, Transport-moving, Self-emp-not-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
28, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
54, Sales, Private,50,3137, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
20, Prof-specialty, Private,48,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
27, Handlers-cleaners, Private,40,0, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
34, Other-service, Private,38,0, 10th,6, Divorced, Unmarried, White, Female, United-States, <=50K
48, Sales, Private,20,0, HS-grad,9, Divorced, Own-child, White, Female, United-States, <=50K
31, Machine-op-inspct, Private,50,0, HS-grad,9, Never-married, Own-child, Black, Male, ?, <=50K
27, Tech-support, Private,40,0, Bachelors,13, Never-married, Own-child, White, Male, United-States, <=50K
47, Farming-fishing, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
21, Craft-repair, Private,30,-1719, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
47, Machine-op-inspct, Private,30,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
26, Exec-managerial, Self-emp-inc,78,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, >50K
34, Exec-managerial, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
42, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
53, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
25, Exec-managerial, Private,20,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
26, Craft-repair, Private,48,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
25, Exec-managerial, Private,50,0, Bachelors,13, Never-married, Own-child, Black, Male, United-States, <=50K
31, Transport-moving, Local-gov,40,-1741, 10th,6, Never-married, Other-relative, White, Male, United-States, <=50K
28, Sales, Private,55,0, Assoc-voc,11, Never-married, Unmarried, White, Female, ?, <=50K
37, Craft-repair, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
17, Other-service, State-gov,30,0, 10th,6, Never-married, Own-child, White, Male, United-States, <=50K
27, Farming-fishing, Private,80,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Craft-repair, Self-emp-not-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
38, Other-service, Private,45,0, Bachelors,13, Never-married, Other-relative, White, Female, United-States, <=50K
28, Exec-managerial, Private,65,0, Assoc-acdm,12, Never-married, Not-in-family, White, Male, United-States, >50K
32, Exec-managerial, Federal-gov,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Other-service, Private,60,0, 7th-8th,4, Separated, Own-child, White, Male, Mexico, <=50K
26, Other-service, Private,40,0, 11th,7, Never-married, Not-in-family, White, Male, United-States, <=50K
45, Other-service, Private,50,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
49, Other-service, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Male, United-States, <=50K
22, Transport-moving, Private,40,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
29, ?, ?,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
40, Handlers-cleaners, Private,30,0, HS-grad,9, Separated, Not-in-family, Black, Male, United-States, <=50K
21, Other-service, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
23, Sales, Private,32,0, Bachelors,13, Never-married, Own-child, White, Male, United-States, <=50K
